EMPLOYER,JOB TITLE,BASE SALARY,LOCATION,SUBMIT DATE,START DATE,CASE STATUS
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/24/2015,08/09/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/21/2015,08/09/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/18/2015,08/15/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/17/2015,08/09/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/23/2015,08/09/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/24/2015,08/09/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"NEW YORK, NY",02/11/2015,08/12/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/10/2015,07/13/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"PALO ALTO, CA",02/19/2015,08/10/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/26/2015,08/11/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"NEW YORK, NY",02/19/2015,08/11/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/24/2015,08/11/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/17/2015,08/11/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/22/2015,08/11/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"SAN BRUNO, CA",02/13/2015,08/11/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/16/2015,08/13/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/13/2015,08/11/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"SAN FRANCISCO, CA",02/18/2015,08/11/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/25/2015,08/12/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/17/2015,08/12/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/18/2015,08/12/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/17/2015,08/12/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/17/2015,08/12/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/18/2015,08/13/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/18/2015,08/13/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/17/2015,08/17/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"SUNNYVALE, CA",02/18/2015,08/17/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"SUNNYVALE, CA",02/22/2015,08/16/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/21/2015,08/16/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/26/2015,08/16/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/16/2015,08/05/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/22/2015,08/16/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/26/2015,08/17/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/21/2015,08/17/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/20/2015,08/17/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/19/2015,08/17/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"SAN BRUNO, CA",02/20/2015,08/17/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/20/2015,08/17/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/20/2015,08/17/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/21/2015,08/17/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/18/2015,08/17/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/25/2015,08/17/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/24/2015,08/18/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/19/2015,08/18/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/24/2015,08/18/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"SAN BRUNO, CA",02/22/2015,08/18/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/19/2015,08/20/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/22/2015,08/18/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/26/2015,08/20/2015,DENIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"NEW YORK, NY",02/22/2015,08/17/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/20/2015,08/19/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"NEW YORK, NY",02/25/2015,08/19/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/22/2015,08/19/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/20/2015,08/19/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"SAN BRUNO, CA",02/24/2015,08/19/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"NEW YORK, NY",02/26/2015,08/19/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/21/2015,08/19/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/20/2015,08/21/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/25/2015,08/19/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/24/2015,08/19/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/21/2015,08/21/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/23/2015,08/19/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"SAN BRUNO, CA",02/25/2015,08/18/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/24/2015,08/19/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/22/2015,08/20/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/26/2015,08/19/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/25/2015,08/20/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/25/2015,08/20/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"SAN BRUNO, CA",02/20/2015,08/20/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/26/2015,08/20/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/27/2015,08/20/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/27/2015,08/20/2015,DENIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/24/2015,08/22/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/24/2015,08/20/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/24/2015,08/20/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/24/2015,08/20/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/22/2015,08/20/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/26/2015,08/22/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/25/2015,08/20/2015,DENIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/26/2015,08/20/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/24/2015,08/20/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/20/2015,08/20/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/26/2015,08/11/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/26/2015,08/11/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/26/2015,08/22/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/20/2015,08/20/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/24/2015,08/20/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/24/2015,08/21/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/27/2015,08/21/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/21/2015,08/13/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/24/2015,08/22/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/24/2015,08/22/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/23/2015,08/23/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/26/2015,08/24/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/26/2015,08/24/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/26/2015,08/24/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/27/2015,08/25/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/26/2015,08/25/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/26/2015,08/18/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/28/2015,08/26/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/26/2015,08/28/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/26/2015,08/18/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"VENICE, CA",02/27/2015,08/28/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",03/02/2015,08/20/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",03/03/2015,08/31/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",03/03/2015,08/31/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",03/02/2015,08/20/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",03/03/2015,09/01/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",03/03/2015,08/31/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",03/02/2015,08/20/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",03/02/2015,08/20/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"NEW YORK, NY",03/03/2015,08/31/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",03/03/2015,09/02/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",03/03/2015,09/02/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",03/04/2015,09/03/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",03/05/2015,09/04/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",03/05/2015,09/04/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",03/05/2015,09/04/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",03/06/2015,08/17/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",03/06/2015,09/05/2015,WITHDRAWN
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",03/06/2015,08/20/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"KIRKLAND, WA",03/09/2015,08/09/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",03/10/2015,04/20/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"KIRKLAND, WA",03/10/2015,04/06/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",03/12/2015,09/11/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",03/12/2015,08/12/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",03/12/2015,08/20/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",03/13/2015,03/23/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",03/13/2015,09/12/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",03/13/2015,08/12/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",03/14/2015,09/13/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"SEATTLE, WA",03/15/2015,08/04/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",03/17/2015,04/27/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",03/19/2015,09/17/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",03/18/2015,09/17/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",03/18/2015,09/17/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",03/19/2015,09/18/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",03/19/2015,09/18/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",03/20/2015,08/31/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",03/20/2015,08/31/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",03/20/2015,08/20/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",03/20/2015,09/19/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",03/20/2015,09/19/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",03/21/2015,09/20/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"IRVINE, CA",03/21/2015,08/21/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",03/22/2015,08/22/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",03/23/2015,09/05/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",03/23/2015,09/22/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",03/23/2015,09/22/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",03/23/2015,08/31/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",03/24/2015,09/15/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",03/27/2015,04/13/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"CAMBRIDGE, MA",04/02/2015,05/04/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"NEW YORK, NY",04/02/2015,05/11/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",04/07/2015,04/14/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",04/08/2015,04/15/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",04/24/2015,07/13/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",04/27/2015,05/25/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",05/04/2015,05/11/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",05/06/2015,10/01/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"IRVINE, CA",05/08/2015,06/22/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",05/13/2015,05/25/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",05/14/2015,05/21/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"CAMBRIDGE, MA",05/15/2015,06/22/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",05/19/2015,06/22/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",05/29/2015,09/14/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"PALO ALTO, CA",06/08/2015,07/06/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",06/08/2015,07/20/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"NEW YORK, NY",06/20/2015,06/29/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",06/24/2015,07/01/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",06/30/2015,08/03/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"SAN BRUNO, CA",07/02/2015,10/05/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",08/04/2015,09/14/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"NEW YORK, NY",08/18/2015,09/21/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"PALO ALTO, CA",08/27/2015,09/08/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",08/31/2015,10/01/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",09/03/2015,10/05/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",09/17/2015,10/05/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",09/21/2015,10/01/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"SEATTLE, WA",09/22/2015,10/05/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",09/23/2015,01/25/2016,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",09/24/2015,10/05/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",09/24/2015,10/05/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",03/20/2015,07/20/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",06/16/2015,07/06/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",09/03/2015,11/09/2015,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"SAN BRUNO, CA",09/24/2013,10/28/2013,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",10/18/2013,11/25/2013,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",10/19/2013,11/10/2013,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",11/08/2013,01/06/2014,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",11/08/2013,12/09/2013,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",11/13/2013,01/06/2014,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"SEATTLE, WA",12/02/2013,01/13/2014,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",12/10/2013,12/16/2013,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",01/02/2014,02/03/2014,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",01/13/2014,01/20/2014,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",01/07/2014,01/13/2014,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",01/14/2014,01/27/2014,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",01/24/2014,03/17/2014,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/03/2014,07/30/2014,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"LOS ANGELES, CA",02/14/2014,08/04/2014,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/26/2014,08/05/2014,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"NEW YORK, NY",03/12/2014,08/17/2014,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/24/2014,08/20/2014,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/24/2014,08/22/2014,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",02/27/2014,03/10/2014,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",03/10/2014,09/02/2014,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"NEW YORK, NY",03/06/2014,05/05/2014,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"NEW YORK, NY",03/17/2014,09/13/2014,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",03/18/2014,09/17/2014,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"KIRKLAND, WA",03/31/2014,03/31/2014,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"NEW YORK, NY",04/04/2014,05/19/2014,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"NEW YORK, NY",04/09/2014,06/16/2014,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"KIRKLAND, WA",04/18/2014,04/18/2014,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"SEATTLE, WA",04/24/2014,05/19/2014,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",04/28/2014,06/16/2014,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",05/08/2014,06/09/2014,CERTIFIED
GOOGLE INC,SOFTWARE ENGINEER,110000,"MOUNTAIN VIEW, CA",05/20/2014,07/21/2014,CERTIFIED
