EMPLOYER,JOB TITLE,BASE SALARY,LOCATION,SUBMIT DATE,START DATE,CASE STATUS
GOOGLE INC,ACCOUNT ANALYST,114360,"NEW YORK, NY",03/21/2013,04/09/2013,CERTIFIED
GOOGLE INC,ACCOUNT ANALYST,114360,"NEW YORK, NY",06/24/2013,10/01/2013,CERTIFIED
GOOGLE INC,ACCOUNT ANALYST,116000,"NEW YORK, NY",07/24/2013,11/29/2013,CERTIFIED
GOOGLE INC,ACCOUNT ASSOCIATE,74700,"MOUNTAIN VIEW, CA",01/07/2015,05/07/2015,CERTIFIED
GOOGLE INC,ACCOUNT DIRECTOR,65000,"MOUNTAIN VIEW, CA",11/12/2013,04/18/2014,CERTIFIED
GOOGLE INC,ACCOUNT EXECUTIVE,79100,"SAN FRANCISCO, CA",12/04/2013,12/05/2013,CERTIFIED
GOOGLE INC,ACCOUNT EXECUTIVE,90000,"SAN FRANCISCO, CA",01/08/2015,01/23/2015,CERTIFIED
GOOGLE INC,ACCOUNT EXECUTIVE,103000,"NEW YORK, NY",02/12/2013,08/04/2013,CERTIFIED
GOOGLE INC,ACCOUNT EXECUTIVE,114038,"SAN FRANCISCO, CA",01/09/2015,01/23/2015,CERTIFIED
GOOGLE INC,ACCOUNT EXECUTIVE,127400,"NEW YORK, NY",07/30/2014,08/04/2014,CERTIFIED
GOOGLE INC,ACCOUNT EXECUTIVE,130000,"NEW YORK, NY",03/16/2015,04/13/2015,CERTIFIED
GOOGLE INC,ACCOUNT EXECUTIVE,130000,"NEW YORK, NY",01/07/2014,01/20/2014,CERTIFIED
GOOGLE INC,ACCOUNT EXECUTIVE,140000,"NEW YORK, NY",01/02/2015,02/09/2015,CERTIFIED
GOOGLE INC,ACCOUNT EXECUTIVE,159000,"SAN FRANCISCO, CA",02/24/2015,08/22/2015,CERTIFIED
GOOGLE INC,ACCOUNT EXECUTIVE,160000,"NEW YORK, NY",04/16/2013,08/01/2013,CERTIFIED
GOOGLE INC,ACCOUNT MANAGER,66500,"MOUNTAIN VIEW, CA",03/17/2014,09/13/2014,CERTIFIED
GOOGLE INC,ACCOUNT MANAGER,77400,"SEATTLE, WA",08/29/2014,10/01/2014,CERTIFIED
GOOGLE INC,ACCOUNT MANAGER,82140,"SAN FRANSICO, CA",07/24/2013,01/04/2014,CERTIFIED
GOOGLE INC,ACCOUNT MANAGER,83000,"NEW YORK, NY",12/30/2013,02/10/2014,CERTIFIED
GOOGLE INC,ACCOUNT MANAGER,90000,"NEW YORK, NY",03/17/2014,09/16/2014,CERTIFIED
GOOGLE INC,ACCOUNT MANAGER,93000,"NEW YORK, NY",06/04/2015,10/01/2015,CERTIFIED
GOOGLE INC,ACCOUNT MANAGER,97800,"NEW YORK, NY",03/08/2014,09/04/2014,DENIED
GOOGLE INC,ACCOUNT MANAGER,97800,"NEW YORK, NY",03/17/2014,09/04/2014,CERTIFIED
GOOGLE INC,ACCOUNT MANAGER,105000,"NEW YORK, NY",03/03/2014,03/17/2014,CERTIFIED
GOOGLE INC,ACCOUNT PLANNER,68000,"NEW YORK, NY",02/24/2015,08/20/2015,CERTIFIED
GOOGLE INC,ACCOUNT STRATEGIST,60000,"NEW YORK, NY",02/23/2015,08/19/2015,CERTIFIED
GOOGLE INC,ACCOUNT STRATEGIST,65000,"CHICAGO, CA",08/27/2014,09/29/2014,CERTIFIED
GOOGLE INC,ACCOUNT STRATEGIST,84200,"MOUNTAIN VIEW, CA",03/06/2015,09/05/2015,CERTIFIED
GOOGLE INC,ACCOUNT STRATEGIST,88000,"MOUNTAIN VIEW, CA",01/30/2013,06/28/2013,CERTIFIED
GOOGLE INC,ACCOUNT STRATEGIST,163800,"MOUNTAIN VIEW, CA",07/24/2015,01/04/2016,CERTIFIED
GOOGLE INC,ACCOUNTANT,85000,"MOUNTAIN VIEW, CA",10/24/2013,11/18/2013,CERTIFIED
GOOGLE INC,ACCOUNTANT,87000,"MOUNTAIN VIEW, CA",10/01/2014,10/27/2014,CERTIFIED
GOOGLE INC,ACCOUNTANT,87000,"MOUNTAIN VIEW, CA",02/04/2015,02/18/2015,CERTIFIED
GOOGLE INC,ACCOUNTANT,87500,"MOUNTAIN VIEW, CA",03/17/2014,09/14/2014,CERTIFIED
GOOGLE INC,ACCOUNTANT,90000,"MOUNTAIN VIEW, CA",06/20/2013,07/22/2013,CERTIFIED
GOOGLE INC,ACCOUNTANT,91700,"MOUNTAIN VIEW, CA",02/09/2015,02/23/2015,CERTIFIED
GOOGLE INC,ACCOUNTANT,97500,"SUNNYVALE, CA",02/11/2015,03/01/2015,CERTIFIED
GOOGLE INC,ACCOUNTANT,97500,"MOUNTAIN VIEW, CA",06/10/2014,08/18/2014,CERTIFIED
GOOGLE INC,ACCOUNTANT,99200,"MOUNTAIN VIEW, CA",02/25/2015,08/19/2015,CERTIFIED
GOOGLE INC,ACCOUNTANT,105000,"MOUNTAIN VIEW, CA",10/28/2013,11/18/2013,CERTIFIED
GOOGLE INC,ACCOUNTANT,112000,"SUNNYVALE, CA",02/18/2015,02/19/2015,CERTIFIED
GOOGLE INC,ACCOUNTANT,113500,"SUNNYVALE, CA",08/24/2015,08/24/2015,CERTIFIED
GOOGLE INC,ACCOUNTANT,125000,"SUNNYVALE, CA",01/23/2015,02/11/2015,CERTIFIED
GOOGLE INC,ACCOUNTANT,125000,"MOUNTAIN VIEW, CA",06/05/2014,06/30/2014,CERTIFIED
GOOGLE INC,ACCOUNTANT,126077,"MOUNTAIN VIEW, CA",04/03/2014,08/20/2014,CERTIFIED
GOOGLE INC,ACCOUNTING SPECIALIST,161000,"MOUNTAIN VIEW, CA",02/26/2015,08/28/2015,CERTIFIED
GOOGLE INC,AD SERVING SOLUTIONS CONSULTANT,86500,"NEW YORK, NY",03/13/2013,09/06/2013,CERTIFIED
GOOGLE INC,AD SERVING SOLUTIONS CONSULTANT,110100,"NEW YORK, NY",09/13/2013,02/14/2014,CERTIFIED
GOOGLE INC,AD SERVING SOLUTIONS CONSULTANT,114000,"NEW YORK, NY",05/29/2013,10/11/2013,CERTIFIED
GOOGLE INC,AD SERVING SOLUTIONS CONSULTANT,115000,"NEW YORK, NY",12/10/2012,05/17/2013,CERTIFIED
GOOGLE INC,AD SOLUTIONS CONSULTANT,114000,"NEW YORK, NY",01/29/2015,02/23/2015,CERTIFIED
GOOGLE INC,ADSENSE RAPID PROTOTYPING STRATEGIST,65000,"MOUNTAIN VIEW, CA",09/09/2010,10/15/2010,WITHDRAWN
GOOGLE INC,ADVANCED TECHNOLOGY AND PROJECTS PERFORMER,130000,"MOUNTAIN VIEW, CA",11/19/2014,11/24/2014,CERTIFIED
GOOGLE INC,AGENCY LEAD,180000,"NEW YORK, NY",03/14/2013,09/09/2013,CERTIFIED
GOOGLE INC,ALGORITHM ENGINEER,105000,"PALO ALTO, CA",03/17/2014,09/12/2014,CERTIFIED
GOOGLE INC,ANALYST (HR),128500,"MOUNTAIN VIEW, CA",03/28/2013,09/01/2013,CERTIFIED
GOOGLE INC,ANALYST - TECHNICAL,95000,"MOUNTAIN VIEW, CA",01/29/2013,07/24/2013,CERTIFIED
GOOGLE INC,ANALYST - TECHNICAL,100000,"MOUNTAIN VIEW, CA",03/13/2013,09/11/2013,CERTIFIED
GOOGLE INC,"ANALYST, GPO OPERATIONS",111300,"MOUNTAIN VIEW, CA",05/13/2014,09/30/2014,WITHDRAWN
GOOGLE INC,"ANALYST, POLICY AND GOVERNMENT AFFAIRS",115000,"WASHINGTON, DC",08/05/2013,09/03/2013,WITHDRAWN
GOOGLE INC,ANALYST- TECHNICAL,112500,"MOUNTAIN VIEW, CA",01/15/2013,04/01/2013,CERTIFIED
GOOGLE INC,ANALYST- TECHNICAL,125000,"MOUNTAIN VIEW, CA",03/14/2013,09/10/2013,CERTIFIED
GOOGLE INC,ANALYTICAL LEAD,76000,"CHICAGO, IL",02/04/2014,02/24/2014,CERTIFIED
GOOGLE INC,ANALYTICAL LEAD,78500,"NEW YORK, NY",05/16/2013,06/24/2013,CERTIFIED
GOOGLE INC,ANALYTICAL LEAD,85000,"NEW YORK, NY",02/04/2013,03/11/2013,CERTIFIED
GOOGLE INC,ANALYTICAL LEAD,92000,"MOUNTAIN VIEW, CA",09/15/2014,10/24/2014,CERTIFIED
GOOGLE INC,ANALYTICAL LEAD,104000,"LOS ANGELES, CA",11/14/2012,11/26/2012,CERTIFIED
GOOGLE INC,ANALYTICAL LEAD,104200,"SAN FRANCISCO, CA",07/23/2013,07/26/2013,CERTIFIED
GOOGLE INC,ANALYTICAL LEAD,109400,"CHICAGO, IL",03/24/2015,03/30/2015,CERTIFIED
GOOGLE INC,ANALYTICAL LEAD,120000,"MOUNTAIN VIEW, CA",02/26/2014,02/26/2014,CERTIFIED
GOOGLE INC,ANALYTICAL LEAD,120000,"NEW YORK, NY",09/24/2014,10/27/2014,CERTIFIED
GOOGLE INC,ANALYTICAL LINGUIST,78000,"VENICE, CA",03/15/2013,04/22/2013,CERTIFIED
GOOGLE INC,ANALYTICAL LINGUIST,97300,"VENICE, CA",04/25/2015,09/10/2015,CERTIFIED
GOOGLE INC,ANALYTICAL LINGUIST,101000,"NEW YORK, NY",03/18/2014,09/07/2014,CERTIFIED
GOOGLE INC,ANALYTICAL LINGUIST,103525,"MOUNTAIN VIEW, CA",08/20/2015,08/31/2015,CERTIFIED
GOOGLE INC,ANALYTICAL LINGUIST,130000,"SAN FRANCISCO, CA",03/13/2013,09/08/2013,CERTIFIED
GOOGLE INC,ANALYTICS PROGRAM MANAGER,100000,"MOUNTAIN VIEW, CA",02/11/2014,07/23/2014,CERTIFIED
GOOGLE INC,ANTI-ABUSE ENGINEER,88000,"MOUNTAIN VIEW, CA",02/18/2015,08/17/2015,CERTIFIED
GOOGLE INC,ANTI-ABUSE ENGINEER,95000,"MOUNTAIN VIEW, CA",03/19/2014,09/18/2014,CERTIFIED
GOOGLE INC,ANTI-ABUSE ENGINEER,95000,"MOUNTAIN VIEW, CA",04/10/2014,06/16/2014,CERTIFIED
GOOGLE INC,ANTI-ABUSE ENGINEER,106000,"MOUNTAIN VIEW, CA",09/22/2015,02/08/2016,CERTIFIED
GOOGLE INC,ANTI-ABUSE ENGINEER,106000,"MOUNTAIN VIEW, CA",09/23/2015,02/08/2016,CERTIFIED
GOOGLE INC,APPLICATION DEVELOPER,82000,"MOUNTAIN VIEW, CA",10/19/2013,11/04/2013,CERTIFIED
GOOGLE INC,APPLICATION DEVELOPER,91500,"MOUNTAIN VIEW, CA",05/14/2015,05/22/2015,CERTIFIED
GOOGLE INC,APPLICATION DEVELOPER,106000,"MOUNTAIN VIEW, CA",03/05/2015,09/04/2015,CERTIFIED
GOOGLE INC,APPLICATION DEVELOPER,108000,"SUNNYVALE, CA",05/11/2015,05/18/2015,CERTIFIED
GOOGLE INC,APPLICATION DEVELOPER,110000,"MOUNTAIN VIEW, CA",09/05/2013,10/14/2013,CERTIFIED
GOOGLE INC,APPLICATION DEVELOPER,111000,"SUNNYVALE, CA",06/03/2015,09/30/2015,CERTIFIED
GOOGLE INC,APPLICATION DEVELOPER,125000,"MOUNTAIN VIEW, CA",11/13/2014,12/28/2014,CERTIFIED
GOOGLE INC,APPLICATION DEVELOPER,135000,"SUNNYVALE, CA",03/23/2015,09/22/2015,CERTIFIED
GOOGLE INC,APPLICATION DEVELOPER,135000,"SUNNYVALE, CA",03/23/2015,04/06/2015,CERTIFIED
GOOGLE INC,APPLICATION DEVELOPER,160000,"SUNNYVALE, CA",03/23/2015,09/22/2015,CERTIFIED
GOOGLE INC,"APPLICATION DEVELOPER, SUPPLY CHAIN SYSTEMS",110000,"MOUNTAIN VIEW, CA",09/10/2014,09/18/2014,CERTIFIED
GOOGLE INC,APPLICATIONS DEVELOPER,111200,"SUNNYVALE, CA",09/22/2015,10/26/2015,WITHDRAWN
GOOGLE INC,APPLICATIONS DEVELOPER,140000,"SUNNYVALE, CA",03/25/2015,04/29/2015,CERTIFIED
GOOGLE INC,APPLICATIONS DEVELOPER,140000,"SUNNYVALE, CA",03/26/2015,04/27/2015,CERTIFIED
GOOGLE INC,ASOCIATE PRODUCT MANAGER,120000,"NEW YORK, NY",02/22/2015,08/20/2015,CERTIFIED
GOOGLE INC,ASSOC ENTERPRISE INSIDE SALES REP,55536,"MOUNTAIN VIEW, CA",12/18/2012,01/07/2013,CERTIFIED
GOOGLE INC,ASSOCIATE CORPORATE COUNSEL,180000,"MOUNTAIN VIEW, CA",02/20/2015,08/18/2015,CERTIFIED
GOOGLE INC,ASSOCIATE CORPORATE COUNSEL,190000,"MOUNTAIN VIEW, CA",12/04/2013,01/06/2014,CERTIFIED
GOOGLE INC,ASSOCIATE CORPORATE COUNSEL,200000,"MOUNTAIN VIEW, CA",04/01/2015,04/20/2015,CERTIFIED
GOOGLE LIFE SCIENCES LLC,ASSOCIATE CORPORATE COUNSEL,200000,"MOUNTAIN VIEW, CA",09/21/2015,10/02/2015,CERTIFIED
GOOGLE LIFE SCIENCES LLC,ASSOCIATE CORPORATE COUNSEL,200000,"MOUNTAIN VIEW, CA",09/22/2015,10/02/2015,CERTIFIED
GOOGLE INC,ASSOCIATE CORPORATE COUNSEL,202500,"PALO ALTO, CA",03/19/2014,09/06/2014,CERTIFIED
GOOGLE INC,ASSOCIATE ENGINEER,95000,"CHARLOTTE, NC",10/08/2014,10/27/2014,CERTIFIED
GOOGLE INC,ASSOCIATE ENGINEER,115000,"DURHAM, NC",01/13/2015,01/19/2015,CERTIFIED
GOOGLE INC,ASSOCIATE MANAGER,133900,"SAN BRUNO, CA",06/18/2013,10/15/2013,CERTIFIED
GOOGLE INC,ASSOCIATE NETWORK ENGINEER,65000,"MOUNTAIN VIEW, CA",02/26/2015,08/16/2015,CERTIFIED
GOOGLE INC,ASSOCIATE PRINCIPAL BUSINESS ANALYTICS,145000,"MOUNTAIN VIEW, CA",10/19/2013,11/04/2013,CERTIFIED
GOOGLE INC,"ASSOCIATE PRINCIPAL, CONSUMER OPERATIONS",130000,"MOUNTAIN VIEW, CA",04/08/2014,05/19/2014,CERTIFIED
GOOGLE INC,"ASSOCIATE PRINCIPAL, CONSUMER OPERATIONS",132000,"MOUNTAIN VIEW, CA",03/13/2013,09/06/2013,CERTIFIED
GOOGLE INC,"ASSOCIATE PRINCIPAL, CONSUMER OPERATIONS",147000,"MOUNTAIN VIEW, CA",03/14/2015,09/01/2015,CERTIFIED
GOOGLE INC,"ASSOCIATE PRINCIPAL, CONSUMER OPERATIONS",147000,"MOUNTAIN VIEW, CA",03/14/2015,05/01/2015,CERTIFIED
GOOGLE INC,"ASSOCIATE PRINCIPAL, PRODUCT QUALITY OPERATIONS",120000,"MOUNTAIN VIEW, CA",03/10/2014,08/30/2014,CERTIFIED
GOOGLE INC,"ASSOCIATE PRINCIPAL, PRODUCT QUALITY OPERATIONS",133000,"MOUNTAIN VIEW, CA",02/28/2013,08/26/2013,CERTIFIED
GOOGLE INC,"ASSOCIATE PRINCIPAL, PRODUCT QUALITY OPERATIONS",133000,"MOUNTAIN VIEW, CA",03/22/2013,09/20/2013,CERTIFIED
GOOGLE INC,ASSOCIATE PRINCIPLA-ADS POLICY ENFORCEMENT,139500,"MOUNTAIN VIEW, CA",02/25/2013,08/11/2013,CERTIFIED
GOOGLE INC,ASSOCIATE PRODUCT MANAGER,120000,"MOUNTAIN VIEW, CA",02/18/2015,08/18/2015,CERTIFIED
GOOGLE INC,ASSOCIATE PRODUCT MANAGER,120000,"MOUNTAIN VIEW, CA",02/21/2015,08/22/2015,CERTIFIED
GOOGLE INC,ASSOCIATE PRODUCT MANAGER,120000,"MOUNTAIN VIEW, CA",03/03/2014,08/12/2014,CERTIFIED
GOOGLE INC,ASSOCIATE PRODUCT MANAGER,120000,"MOUNTAIN VIEW, CA",03/04/2014,08/12/2014,CERTIFIED
GOOGLE INC,ASSOCIATE PRODUCT MANAGER,120000,"NEW YORK, NY",03/17/2014,09/10/2014,CERTIFIED
GOOGLE INC,ASSOCIATE PRODUCT MANAGER,120000,"MOUNTAIN VIEW, CA",03/17/2014,09/10/2014,CERTIFIED
GOOGLE INC,ASSOCIATE PRODUCT MANAGER,120000,"MOUNTAIN VIEW, CA",08/06/2014,10/01/2014,CERTIFIED
GOOGLE INC,ASSOCIATE PRODUCT MANAGER,120000,"MOUNTAIN VIEW, CA",03/01/2013,08/14/2013,CERTIFIED
GOOGLE INC,ASSOCIATE PRODUCT MANAGER,120000,"NEW YORK, NY",03/13/2013,08/28/2013,CERTIFIED
GOOGLE INC,ASSOCIATE PRODUCT MANAGER,120000,"MOUNTAIN VIEW, CA",03/18/2013,09/14/2013,CERTIFIED
GOOGLE INC,ASSOCIATE PRODUCT MANAGER,125000,"MOUNTAIN VIEW, CA",10/02/2014,10/22/2014,CERTIFIED
GOOGLE LIFE SCIENCES LLC,ASSOCIATE PRODUCT MANAGER,125000,"MOUNTAIN VIEW, CA",09/22/2015,10/02/2015,CERTIFIED
GOOGLE LIFE SCIENCES LLC,ASSOCIATE PRODUCT MANAGER,125000,"MOUNTAIN VIEW, CA",09/22/2015,10/02/2015,CERTIFIED
GOOGLE INC,ASSOCIATE PRODUCT MANAGER,125000,"MOUNTAIN VIEW, CA",03/04/2014,08/28/2014,CERTIFIED
GOOGLE INC,ASSOCIATE PRODUCT MANAGER,125000,"MOUNTAIN VIEW, CA",03/27/2014,09/23/2014,CERTIFIED
GOOGLE INC,ASSOCIATE PRODUCT MANAGER,125000,"MOUNTAIN VIEW, CA",12/26/2012,06/13/2013,CERTIFIED
GOOGLE INC,ASSOCIATE PRODUCT MANAGER,125000,"MOUNTAIN VIEW, CA",02/12/2013,07/31/2013,CERTIFIED
GOOGLE INC,ASSOCIATE PRODUCT MANAGER,125000,"MOUNTAIN VIEW, CA",03/01/2013,08/28/2013,CERTIFIED
GOOGLE INC,ASSOCIATE PRODUCT MANAGER,125000,"MOUNTAIN VIEW, CA",03/18/2013,09/14/2013,CERTIFIED
GOOGLE INC,ASSOCIATE PRODUCT MANAGER,125000,"MOUNTAIN VIEW, CA",03/19/2013,09/17/2013,CERTIFIED
GOOGLE INC,ASSOCIATE PRODUCT MANAGER,127000,"MOUNTAIN VIEW, CA",02/11/2013,08/10/2013,CERTIFIED
GOOGLE INC,ASSOCIATE PRODUCT MANAGER,138000,"MOUNTAIN VIEW, CA",06/11/2014,09/29/2014,CERTIFIED
GOOGLE INC,ASSOCIATE PRODUCT MARKETING MANAGER,80000,"MOUNTAIN VIEW, CA",10/23/2013,10/23/2013,CERTIFIED
GOOGLE INC,ASSOCIATE PRODUCT MARKETING MANAGER,80000,"SUNNYVALE, CA",10/25/2013,10/28/2013,CERTIFIED
GOOGLE INC,ASSOCIATE PRODUCT QUALITY OPERATIONS,68000,"MOUNTAIN VIEW, CA",02/25/2013,08/19/2013,CERTIFIED
GOOGLE INC,"ASSOCIATE, GOOGLE CAPITAL",105000,"MOUNTAINVIEW, CA",05/18/2015,08/24/2015,CERTIFIED
GOOGLE INC,"ASSOCIATE, GOOGLE CAPITAL",105000,"MOUNTAINVIEW, CA",05/19/2015,08/24/2015,CERTIFIED
GOOGLE INC,"ASSOCIATE, GOOGLE CAPITAL",112000,"MOUNTAIN VIEW, CA",05/08/2013,08/19/2013,CERTIFIED
GOOGLE INC,"ASSOICATE PRINCIPAL, CONSUMER OPERATIONS",147000,"MOUNTAIN VIEW, CA",03/14/2015,09/01/2015,WITHDRAWN
GOOGLE INC,"ASSOICATE PRINCIPAL, CONSUMER OPERATIONS",147000,"MOUNTAIN VIEW, CA",03/14/2015,05/01/2015,WITHDRAWN
GOOGLE INC,ATAP PERFORMER,125000,"MOUNTAIN VIEW, CA",07/09/2015,12/13/2015,CERTIFIED
GOOGLE INC,ATAP PERFORMER,125000,"MOUNTAIN VIEW, CA",07/17/2015,08/11/2015,CERTIFIED
GOOGLE INC,ATAP PERFORMER,175000,"MOUNTAIN VIEW, CA",07/18/2014,07/21/2014,CERTIFIED
GOOGLE INC,AUDIO HARDWARE ENGINEER,138000,"MOUNTAIN VIEW, CA",09/16/2014,12/22/2014,CERTIFIED
GOOGLE INC,AUDITOR,94000,"MOUNTAIN VIEW, CA",06/14/2013,07/22/2013,CERTIFIED
GOOGLE INC,AUDITOR,100000,"MOUNTAIN VIEW, CA",06/20/2013,07/15/2013,CERTIFIED
GOOGLE INC,AUDITOR,103200,"SUNNYVALE, CA",01/28/2015,02/02/2015,CERTIFIED
GOOGLE INC,AUDITOR,125000,"SUNNYVALE, CA",08/05/2015,08/24/2015,CERTIFIED
GOOGLE INC,AUTOMATION DEVELOPER,95000,"MOUNTAIN VIEW, CA",11/05/2013,12/09/2013,WITHDRAWN
GOOGLE INC,AUTOMATION DEVELOPER,95000,"MOUNTAIN VIEW, CA",11/08/2013,12/09/2013,DENIED
GOOGLE INC,AUTOMATION DEVELOPER,95000,"MOUNTAIN VIEW, CA",11/15/2013,12/09/2013,CERTIFIED
GOOGLE INC,AUTOMATION DEVELOPER,100000,"SUNNYVALE, CA",05/07/2015,05/07/2015,CERTIFIED
GOOGLE INC,BENEFITS ANALYST,125000,"MOUNTAIN VIEW, CA",09/27/2013,11/15/2013,CERTIFIED
GOOGLE INC,BRAND SALES STRATEGY AND OPERATIONS LEAD,125000,"SAN BRUNO, CA",08/11/2014,09/29/2014,CERTIFIED
GOOGLE INC,BRAND TRAINING EXPERT,124000,"SAN FRANCISCO, CA",03/23/2015,05/11/2015,CERTIFIED
GOOGLE INC,BRAND TRAINING EXPERT,124000,"SAN FRANCISCO, CA",04/01/2015,05/11/2015,CERTIFIED
GOOGLE INC,BUSINESS ANALYST,89918,"MOUNTAIN VIEW, CA",08/23/2013,01/30/2014,CERTIFIED
GOOGLE INC,BUSINESS ANALYST,80000,"MOUNTAIN VIEW, CA",02/23/2015,08/19/2015,CERTIFIED
GOOGLE INC,BUSINESS ANALYST,87500,"MOUNTAIN VIEW, CA",06/13/2014,07/14/2014,CERTIFIED
GOOGLE INC,BUSINESS ANALYST,93000,"MOUNTAIN VIEW, CA",08/15/2013,09/23/2013,CERTIFIED
GOOGLE INC,BUSINESS ANALYST,95000,"MOUNTAIN VIEW, CA",08/04/2015,09/07/2015,CERTIFIED
GOOGLE INC,BUSINESS ANALYST,95000,"MOUNTAIN VIEW, CA",07/31/2014,12/09/2014,CERTIFIED
GOOGLE INC,BUSINESS ANALYST,95000,"MOUNTAIN VIEW, CA",07/25/2013,07/25/2013,CERTIFIED
GOOGLE INC,BUSINESS ANALYST,98000,"MOUNTAIN VIEW, CA",05/10/2013,10/16/2013,CERTIFIED
GOOGLE INC,BUSINESS ANALYST,105000,"MOUNTAIN VIEW, CA",06/24/2015,07/06/2015,CERTIFIED
GOOGLE INC,BUSINESS ANALYST,106000,"MOUNTAIN VIEW, CA",01/10/2014,04/22/2014,CERTIFIED
GOOGLE INC,BUSINESS ANALYST,106000,"MOUNTAIN VIEW, CA",06/04/2014,10/01/2014,CERTIFIED
GOOGLE INC,BUSINESS ANALYST,110000,"MOUNTAIN VIEW, CA",02/20/2014,03/18/2014,CERTIFIED
GOOGLE INC,BUSINESS ANALYST,110000,"MOUNTAIN VIEW, CA",04/17/2014,05/27/2014,CERTIFIED
GOOGLE INC,BUSINESS ANALYST,110000,"MOUNTAIN VIEW, CA",09/23/2014,11/03/2014,CERTIFIED
GOOGLE INC,BUSINESS ANALYST,115000,"NEW YORK, NY",04/06/2015,05/04/2015,CERTIFIED
GOOGLE INC,BUSINESS ANALYST,115000,"MOUNTAIN VIEW, CA",06/26/2014,08/04/2014,CERTIFIED
GOOGLE INC,BUSINESS ANALYST,120000,"MOUNTAIN VIEW, CA",05/22/2015,05/29/2015,CERTIFIED
GOOGLE INC,BUSINESS ANALYST,125000,"SUNNYVALE, CA",02/03/2015,02/15/2015,CERTIFIED
GOOGLE INC,BUSINESS ANALYST,125000,"MOUNTAIN VIEW, CA",09/25/2012,10/29/2012,CERTIFIED
GOOGLE INC,BUSINESS ANALYST,130000,"MOUNTAIN VIEW, CA",04/24/2013,05/13/2013,CERTIFIED
GOOGLE INC,BUSINESS ANALYST,132000,"MOUNTAIN VIEW, CA",04/07/2014,06/29/2014,CERTIFIED
GOOGLE INC,BUSINESS ANALYST,132000,"MOUNTAIN VIEW, CA",09/12/2014,02/03/2015,CERTIFIED
GOOGLE INC,BUSINESS ANALYST,134000,"MOUNTAIN VIEW, CA",11/09/2012,12/10/2012,CERTIFIED
GOOGLE INC,BUSINESS ANALYST,135000,"MOUNTAIN VIEW, CA",02/26/2015,08/16/2015,CERTIFIED
GOOGLE INC,BUSINESS ANALYST,135000,"MOUNTAIN VIEW, CA",01/22/2014,02/10/2014,CERTIFIED
GOOGLE INC,BUSINESS ANALYST,154700,"MOUNTAIN VIEW, CA",05/03/2013,09/07/2013,CERTIFIED
GOOGLE INC,BUSINESS ANALYST,155000,"MOUNTAIN VIEW, CA",09/27/2012,10/22/2012,CERTIFIED
GOOGLE INC,BUSINESS ANALYST,156000,"MOUNTAIN VIEW, CA",05/20/2014,10/20/2014,CERTIFIED
GOOGLE INC,BUSINESS ANALYST,177000,"MOUNTAIN VIEW, CA",03/10/2014,06/20/2014,CERTIFIED
GOOGLE INC,BUSINESS ANALYST (OPERATIONS),80933,"MOUNTAIN VIEW, CA",10/31/2011,12/12/2011,WITHDRAWN
GOOGLE INC,BUSINESS ANALYST-CONSUMER OPERATION,88000,"MOUNTAIN VIEW, CA",12/02/2013,12/16/2013,CERTIFIED
GOOGLE INC,BUSINESS AND PARTNERSHIPS STRATEGY MANAGER,122000,"SAN BRUNO, CA",06/23/2014,07/28/2014,DENIED
GOOGLE INC,BUSINESS AND PARTNERSHIPS STRATEGY MANAGER,122000,"SAN BRUNO, CA",06/23/2014,07/28/2014,CERTIFIED
GOOGLE INC,BUSINESS AND STRATEGY ANALYST,139000,"MOUNTAIN VIEW, CA",03/17/2014,09/16/2014,CERTIFIED
GOOGLE INC,BUSINESS COMPLIANCE SPECIALIST,80000,"SUNNYVALE, CA",05/18/2015,06/22/2015,CERTIFIED
GOOGLE INC,BUSINESS COMPLIANCE SPECIALIST,135000,"MOUNTAIN VIEW, CA",09/09/2013,10/07/2013,CERTIFIED
GOOGLE INC,BUSINESS DEVELOPMENT MANAGER,126000,"NEW YORK, NY",04/12/2013,05/13/2013,CERTIFIED
GOOGLE INC,BUSINESS INTELLIGENCE ANALYST,80000,"MOUNTAIN VIEW, CA",02/10/2014,03/03/2014,CERTIFIED
GOOGLE INC,BUSINESS INTELLIGENCE ANALYST,80000,"MOUNTAIN VIEW, CA",02/24/2014,03/18/2014,CERTIFIED
GOOGLE INC,BUSINESS INTELLIGENCE ANALYST,90000,"MOUNTAIN VIEW, CA",10/27/2014,12/01/2014,CERTIFIED
GOOGLE INC,BUSINESS INTELLIGENCE ANALYST,105000,"MOUNTAIN VIEW, CA",04/29/2015,06/01/2015,CERTIFIED
GOOGLE INC,BUSINESS INTELLIGENCE ANALYST,105000,"MOUNTAIN VIEW, CA",03/10/2014,03/24/2014,CERTIFIED
GOOGLE INC,BUSINESS INTELLIGENCE ANALYST,108000,"MOUNTAIN VIEW, CA",03/11/2015,03/30/2015,CERTIFIED
GOOGLE INC,BUSINESS INTELLIGENCE ANALYST,116500,"MOUNTAIN VIEW, CA",02/04/2015,02/18/2015,CERTIFIED
GOOGLE INC,BUSINESS INTELLIGENCE ANALYST,116500,"MOUNTAIN VIEW, CA",06/04/2015,06/10/2015,CERTIFIED
GOOGLE INC,BUSINESS INTELLIGENCE ANALYST,124000,"SUNNYVALE, CA",06/11/2015,08/17/2015,CERTIFIED
GOOGLE INC,BUSINESS INTELLIGENCE ANALYST,130000,"SUNNYVALE, CA",05/21/2015,06/08/2015,CERTIFIED
