EMPLOYER,JOB TITLE,BASE SALARY,LOCATION,SUBMIT DATE,START DATE,CASE STATUS
CANRIG DRILLING TECHNOLOGY LTD,AUTOMATION ENGINEER I,65000,"HOUSTON, TX",02/19/2013,08/12/2013,CERTIFIED
CANRIG DRILLING TECHNOLOGY LTD,AUTOMATION ENGINEER II,70000,"HOUSTON, TX",02/19/2013,08/12/2013,CERTIFIED
CHAMPION TECHNOLOGY SERVICES INC,AUTOMATION ENGINEER II,95680,"HOUSTON, TX",02/25/2014,08/25/2014,CERTIFIED
CANRIG DRILLING TECHNOLOGY LTD,AUTOMATION ENGINEER III,85000,"HOUSTON, TX",05/08/2014,05/19/2014,CERTIFIED
CANRIG DRILLING TECHNOLOGY LTD,AUTOMATION ENGINEER IV,99400,"HOUSTON, TX",07/18/2014,07/28/2014,CERTIFIED
EZ2 TECHNOLOGIES INC,AUTOMATION ENGINEER/QA TESTER,74776,"HOUSTON, TX",04/06/2015,04/06/2015,CERTIFIED
ADITI TECHNOLOGIES PVT LTD,AUTOMATION LEAD,60778,"HOUSTON, TX",03/21/2014,09/12/2014,WITHDRAWN
DCP MIDSTREAM LP,AUTOMATION MANAGER,119267,"HOUSTON, TX",04/10/2015,04/27/2015,CERTIFIED
ENDEAVOUR SOFTWARE TECHNOLOGIES INC,AUTOMATION QA ARCHITECT,77000,"HOUSTON, TX",03/13/2015,08/31/2015,CERTIFIED
CIMATION LLC,AUTOMATION SPECIALIST,65250,"HOUSTON, TX",03/13/2014,09/11/2014,CERTIFIED
CIMATION LLC,AUTOMATION SPECIALIST,65998,"HOUSTON, TX",03/13/2015,09/01/2015,CERTIFIED
PRIME CONTROLS LP,AUTOMATION SPECIALIST 1,55000,"HOUSTON, TX",03/14/2014,09/10/2014,CERTIFIED
PRIME CONTROLS LP,AUTOMATION SPECIALIST II,80000,"HOUSTON, TX",05/27/2015,06/08/2015,CERTIFIED
TESIS LLC,AUTOMATION SYSTEMS & CONTROL ENGINEER,86000,"HOUSTON, TX",03/17/2014,09/16/2014,CERTIFIED
PONDHOP AUTOMATION AND CONTROLS INCORPORATED,AUTOMATION SYSTEMS ENGINEER,75000,"HOUSTON, TX",10/03/2014,10/10/2014,CERTIFIED
TESIS LLC,AUTOMATION SYSTEMS SENIOR ENGINEER,61000,"HOUSTON, TX",03/10/2015,08/27/2015,CERTIFIED
ARGUS SOFTWARE INC,AUTOMATION TEAM LEAD,110000,"HOUSTON, TX",04/01/2015,04/13/2015,CERTIFIED
ARGUS SOFTWARE INC,AUTOMATION TEAM LEAD,115000,"HOUSTON, TX",04/13/2015,04/27/2015,CERTIFIED
CHEVRON CORPORATION,AVIATION RESEARCH SPECIALIST - LOGISTICS,104200,"HOUSTON, TX",01/31/2013,02/11/2013,CERTIFIED
BANCO SANTANDER INTERNATIONAL,"AVP, BRANCH COORDINATOR OF RELATIONSHIP ASSISTANTS",70600,"HOUSTON, TX",06/09/2015,09/06/2015,CERTIFIED
MERRILL LYNCH,"AVP, PROGRAMMER PROF MKTS",75000,"HOUSTON, TX",03/18/2013,09/14/2013,CERTIFIED
BANK OF AMERICA CORPORATION,AVP; ASD PROFESSIONAL MKTS,80000,"HOUSTON, TX",05/15/2015,06/15/2015,CERTIFIED
MERRILL LYNCH,AVP; BA PROFESSIONAL MARKETS,95000,"HOUSTON, TX",05/24/2013,06/10/2013,CERTIFIED
BANK OF AMERICA NA,AVP; OPERATIONS RESEARCH ANALYST,70000,"HOUSTON, TX",11/21/2013,11/21/2013,CERTIFIED
BANK OF AMERICA NA,AVP; OPERATIONS RESEARCH ANALYST II,65000,"HOUSTON, TX",09/10/2013,09/19/2013,CERTIFIED
BANK OF AMERICA CORPORATION,AVP; PROGRAMMER PROF MKTS,80000,"HOUSTON, TX",05/04/2015,05/11/2015,CERTIFIED
MERRILL LYNCH,AVP; PROGRAMMER PROF MKTS,115000,"HOUSTON, TX",07/30/2013,09/30/2013,CERTIFIED
BANK OF AMERICA NA,AVP; TEAM MANAGER SYSTEMS/SOFTWARE QC,83100,"HOUSTON, TX",01/16/2013,01/16/2013,CERTIFIED
FOXCONN CORPORATION,B2B ASSISTANT MANAGER,51000,"HOUSTON, TX",10/24/2012,03/16/2013,CERTIFIED
WM RICE UNIVERSITY,BAKER INSTITUTE KUWAIT PROGRAM FELLOW,46200,"HOUSTON, TX",03/28/2013,06/03/2013,CERTIFIED
CULINARY INSTITUTE INC,BAKERY/PASTRY ARTS INSTRUCTOR,37000,"HOUSTON, TX",03/14/2013,09/11/2013,CERTIFIED
CULINARY INSTITUTE INC,BAKING & PASTRY ARTS CHEF INSTRUCTOR,41500,"HOUSTON, TX",03/13/2015,09/12/2015,CERTIFIED
CULINARY INSTITUTE INC,BAKING & PASTRY ARTS CHEF INSTRUCTOR,41500,"HOUSTON, TX",03/13/2015,09/12/2015,CERTIFIED
CULINARY INSTITUTE INC,BAKING & PASTRY ARTS CHEF INSTRUCTOR,41500,"HOUSTON, TX",03/13/2015,09/12/2015,CERTIFIED
CULINARY INSTITUTE INC,BAKING & PASTRY ARTS CHEF INSTRUCTOR,41500,"HOUSTON, TX",03/13/2015,09/12/2015,CERTIFIED
CULINARY INSTITUTE INC,BAKING & PASTRY ARTS CHEF INSTRUCTOR,41500,"HOUSTON, TX",03/13/2015,09/12/2015,CERTIFIED
GRANT THORNTON LLP,BAS IT AUDIT EXPERIENCED ASSOCIATE,55000,"HOUSTON, TX",10/16/2012,11/05/2012,WITHDRAWN
GRANT THORNTON LLP,BAS IT AUDIT EXPERIENCED ASSOCIATE,55000,"HOUSTON, TX",10/17/2012,11/05/2012,CERTIFIED
IHS GLOBAL INC,BASIN RESEARCHER - LATIN AMERICA REGION,95000,"HOUSTON, TX",05/22/2014,06/16/2014,CERTIFIED
AKER SOLUTIONS INC,"BD MANAGER, SENIOR - TECHNICAL SALES",127504,"HOUSTON, TX",07/28/2015,01/02/2016,CERTIFIED
EL CENTRO DE CORAZON,BEHAVIORAL HEALTH SPECIALIST,58000,"HOUSTON, TX",12/12/2013,02/02/2014,CERTIFIED
SCHLUMBERGER TECHNOLOGY CORPORATION,BENEFITS TRANSACTIONS REPRESENTATIVE,61967,"HOUSTON, TX",03/07/2013,09/06/2013,CERTIFIED
NATIONAL OILWELL VARCO LP,BI ANALYST,88000,"HOUSTON, TX",02/05/2015,02/15/2015,CERTIFIED
ITELLIGENCE INC,BI ANALYTICS SOLUTIONS CONSULTANT,79186,"HOUSTON, TX",03/18/2015,05/15/2015,CERTIFIED
IBM CORPORATION,BI ARCHITECT,86300,"HOUSTON, TX",03/19/2015,08/25/2015,CERTIFIED
HEIGHTS GLOBAL IT SERVICES CORPORATION,BI ARCHITECT,95994,"HOUSTON, TX",03/18/2014,09/17/2014,CERTIFIED
HARRIS COUNTY HOSPITAL DISTRICT,BI BUSINESS ANALYST/DATA ARCHITECT,110000,"HOUSTON, TX",05/13/2015,06/01/2015,CERTIFIED
HEIGHTS GLOBAL IT SERVICES CORPORATION,BI CONSULTANT,61736,"HOUSTON, TX",03/18/2014,09/17/2014,CERTIFIED
DATACERT INC,BI CONSULTANT AND REPORT WRITER,90000,"HOUSTON, TX",01/14/2014,03/14/2014,DENIED
DATACERT INC,BI CONSULTANT AND REPORT WRITER,90000,"HOUSTON, TX",01/17/2014,03/15/2014,CERTIFIED
ARYASAI INC,BI DEVELOPER,60450,"HOUSTON, TX",03/19/2013,09/18/2013,CERTIFIED
ARYASAI INC,BI DEVELOPER,60450,"HOUSTON, TX",03/22/2013,09/21/2013,CERTIFIED
ENERGY ALLOYS LLC,BI DEVELOPER,80000,"HOUSTON, TX",04/15/2013,10/05/2013,CERTIFIED
WELLPOINT INC,BI DEVELOPER SENIOR,77875,"HOUSTON, TX",06/26/2014,07/08/2014,CERTIFIED
ALDINE INDEPENDENT SCHOOL DISTRICT,BI LINGUAL ELEMENTARY SCHOOL TEACHER,52568,"HOUSTON, TX",03/30/2015,07/07/2015,CERTIFIED
3R INFO LLC,BI TECHNICAL ANALYST III,65000,"HOUSTON, TX",09/23/2014,10/01/2014,CERTIFIED
VANTAGEFORCE INC,BI/DW PROJECT MANAGER,120000,"HOUSTON, TX",07/15/2013,07/31/2013,CERTIFIED
CHURCH ON THE ROCK KATY INC,BIBLE INSTITUTE DIRECTOR,70000,"HOUSTON, TX",03/18/2013,09/15/2013,CERTIFIED
HOUSTON INDEPENDENT SCHOOL DISTRICT,BILINGUAL TEACHER,47396,"HOUSTON, TX",12/20/2013,01/23/2014,CERTIFIED
HOUSTON INDEPENDENT SCHOOL DISTRICT,BILINGUAL TEACHER,49100,"HOUSTON, TX",12/19/2014,01/05/2015,CERTIFIED
ALDINE INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,42700,"HOUSTON, TX",02/21/2014,07/14/2014,CERTIFIED
ALDINE INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY SCHOOL TEACHER,2056,"HOUSTON, TX",01/24/2014,07/25/2014,CERTIFIED
ALDINE INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY SCHOOL TEACHER,2056,"HOUSTON, TX",02/01/2014,07/30/2014,CERTIFIED
ALDINE INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY SCHOOL TEACHER,42700,"HOUSTON, TX",07/23/2013,12/09/2013,CERTIFIED
ALDINE INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY SCHOOL TEACHER,43946,"HOUSTON, TX",04/07/2013,08/01/2013,CERTIFIED
ALDINE INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY SCHOOL TEACHER,46000,"HOUSTON, TX",02/19/2013,08/01/2013,CERTIFIED
ALDINE INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY SCHOOL TEACHER,46975,"HOUSTON, TX",02/13/2013,08/06/2013,CERTIFIED
ALDINE INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY SCHOOL TEACHER,47375,"HOUSTON, TX",04/07/2013,08/01/2013,CERTIFIED
ALDINE INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY SCHOOL TEACHER,48854,"HOUSTON, TX",02/05/2014,08/04/2014,CERTIFIED
ALDINE INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY SCHOOL TEACHER,48854,"HOUSTON, TX",02/08/2014,07/31/2014,CERTIFIED
ALDINE INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY SCHOOL TEACHER,49493,"HOUSTON, TX",04/07/2013,07/31/2013,CERTIFIED
ALDINE INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY SCHOOL TEACHER,49975,"HOUSTON, TX",02/15/2013,07/31/2013,CERTIFIED
AMIGOS POR VIDA FRIENDS FOR LIFE HOUSING AND EDUC,BILINGUAL ELEMENTARY SCHOOL TEACHER,50770,"HOUSTON, TX",05/15/2014,05/31/2014,CERTIFIED
ALDINE INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY SCHOOL TEACHER,51221,"HOUSTON, TX",04/06/2013,08/01/2013,CERTIFIED
KIPP INC,BILINGUAL ELEMENTARY SCHOOL TEACHER,51504,"HOUSTON, TX",03/10/2015,04/19/2015,CERTIFIED
ALDINE INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY SCHOOL TEACHER,52154,"HOUSTON, TX",01/24/2015,07/24/2015,CERTIFIED
AMIGOS POR VIDA FRIENDS FOR LIFE HOUSING AND EDUC,BILINGUAL ELEMENTARY SCHOOL TEACHER,52200,"HOUSTON, TX",09/19/2014,10/01/2014,CERTIFIED
ALDINE INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY SCHOOL TEACHER,55560,"HOUSTON, TX",01/30/2015,07/29/2015,CERTIFIED
ALDINE INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY SCHOOL TEACHER,57558,"HOUSTON, TX",02/03/2015,08/03/2015,CERTIFIED
HOUSTON GATEWAY ACADEMY,BILINGUAL ELEMENTARY TEACHER,43675,"HOUSTON, TX",03/23/2015,09/22/2015,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,46500,"HOUSTON, TX",02/07/2013,07/19/2013,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,46500,"HOUSTON, TX",03/05/2013,07/19/2013,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,46500,"HOUSTON, TX",04/12/2013,10/01/2013,CERTIFIED
FORT BEND INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,46803,"HOUSTON, TX",05/16/2013,06/16/2013,CERTIFIED
HOUSTON INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,46805,"HOUSTON, TX",06/09/2014,07/28/2014,CERTIFIED
HOUSTON INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,46937,"HOUSTON, TX",01/28/2013,07/09/2013,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,47142,"HOUSTON, TX",01/21/2013,07/15/2013,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,47142,"HOUSTON, TX",01/30/2013,07/15/2013,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,47142,"HOUSTON, TX",02/01/2013,07/15/2013,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,47142,"HOUSTON, TX",02/07/2013,08/02/2013,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,47142,"HOUSTON, TX",02/07/2013,08/01/2013,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,47142,"HOUSTON, TX",02/14/2013,07/14/2013,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,47142,"HOUSTON, TX",04/17/2013,07/21/2013,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,47142,"HOUSTON, TX",05/07/2013,07/10/2013,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,47142,"HOUSTON, TX",05/15/2013,07/15/2013,CERTIFIED
ALDINE INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,47181,"HOUSTON, TX",03/14/2013,09/07/2013,CERTIFIED
ALDINE INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,47181,"HOUSTON, TX",03/19/2013,09/14/2013,CERTIFIED
ALDINE INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,47181,"HOUSTON, TX",04/24/2013,10/20/2013,CERTIFIED
SPRING BRANCH INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,47229,"HOUSTON, TX",03/25/2013,08/01/2013,CERTIFIED
SPRING BRANCH INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,47229,"HOUSTON, TX",07/02/2013,08/01/2013,DENIED
SPRING BRANCH INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,47229,"HOUSTON, TX",07/02/2013,08/01/2013,DENIED
SPRING BRANCH INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,47229,"HOUSTON, TX",07/02/2013,08/01/2013,DENIED
SPRING BRANCH INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,47229,"HOUSTON, TX",07/09/2013,08/01/2013,DENIED
SPRING BRANCH INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,47229,"HOUSTON, TX",07/09/2013,08/01/2013,DENIED
SPRING BRANCH INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,47229,"HOUSTON, TX",07/09/2013,08/01/2013,DENIED
SPRING BRANCH INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,47229,"HOUSTON, TX",07/11/2013,08/01/2013,CERTIFIED
SPRING BRANCH INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,47229,"HOUSTON, TX",07/11/2013,08/01/2013,CERTIFIED
SPRING BRANCH INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,47229,"HOUSTON, TX",07/11/2013,08/01/2013,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,47300,"HOUSTON, TX",03/10/2014,08/01/2014,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,47300,"HOUSTON, TX",03/10/2014,08/01/2014,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,47300,"HOUSTON, TX",03/10/2014,08/01/2014,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,47300,"HOUSTON, TX",03/10/2014,08/01/2014,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,47300,"HOUSTON, TX",03/10/2014,08/01/2014,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,47300,"HOUSTON, TX",03/10/2014,08/01/2014,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,47300,"HOUSTON, TX",03/10/2014,08/01/2014,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,47300,"HOUSTON, TX",03/10/2014,08/01/2014,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,47300,"HOUSTON, TX",03/10/2014,08/01/2014,CERTIFIED
ALDINE INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,47334,"HOUSTON, TX",03/12/2013,06/15/2013,CERTIFIED
HOUSTON INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,47396,"HOUSTON, TX",10/01/2012,11/01/2012,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,47432,"HOUSTON, TX",02/03/2014,08/02/2014,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,48204,"HOUSTON, TX",01/21/2013,07/15/2013,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,48204,"HOUSTON, TX",04/05/2013,07/16/2013,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,48204,"HOUSTON, TX",05/15/2013,11/05/2013,CERTIFIED
SPRING BRANCH INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,48328,"HOUSTON, TX",06/27/2013,07/22/2013,CERTIFIED
SPRING BRANCH INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,48646,"HOUSTON, TX",01/21/2014,06/22/2014,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,48738,"HOUSTON, TX",01/08/2013,07/04/2013,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,48738,"HOUSTON, TX",02/07/2013,08/01/2013,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,48738,"HOUSTON, TX",02/20/2013,04/15/2013,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,48738,"HOUSTON, TX",05/30/2013,11/26/2013,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,49074,"HOUSTON, TX",03/05/2014,09/01/2014,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,49074,"HOUSTON, TX",02/24/2014,08/02/2014,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,49074,"HOUSTON, TX",04/07/2014,10/02/2014,CERTIFIED
HOUSTON INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,49100,"HOUSTON, TX",05/04/2015,07/15/2015,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,49398,"HOUSTON, TX",11/07/2012,05/01/2013,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,49398,"HOUSTON, TX",04/05/2013,08/01/2013,CERTIFIED
PASADENA INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,49441,"HOUSTON, TX",06/20/2013,08/02/2013,CERTIFIED
PASADENA INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,49441,"HOUSTON, TX",05/07/2013,08/28/2013,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,49566,"HOUSTON, TX",01/23/2014,07/05/2014,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,49566,"HOUSTON, TX",01/23/2014,07/07/2014,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,49566,"HOUSTON, TX",01/27/2014,07/26/2014,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,49566,"HOUSTON, TX",01/27/2014,07/25/2014,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,49566,"HOUSTON, TX",01/27/2014,07/25/2014,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,49566,"HOUSTON, TX",02/18/2014,06/20/2014,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,49566,"HOUSTON, TX",03/27/2014,07/23/2014,CERTIFIED
HOUSTON INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,49888,"HOUSTON, TX",07/03/2013,09/02/2013,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,50000,"HOUSTON, TX",12/30/2014,01/05/2015,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,50000,"HOUSTON, TX",12/30/2014,03/27/2015,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,50000,"HOUSTON, TX",03/30/2015,08/02/2015,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,50000,"HOUSTON, TX",03/30/2015,08/04/2015,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,50000,"HOUSTON, TX",03/30/2015,08/01/2015,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,50000,"HOUSTON, TX",03/30/2015,08/01/2015,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,50000,"HOUSTON, TX",03/30/2015,08/01/2015,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,50000,"HOUSTON, TX",03/30/2015,08/01/2015,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,50000,"HOUSTON, TX",03/30/2015,08/02/2015,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,50000,"HOUSTON, TX",03/30/2015,08/01/2015,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,50000,"HOUSTON, TX",03/30/2015,07/15/2015,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,50000,"HOUSTON, TX",03/30/2015,07/15/2015,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,50000,"HOUSTON, TX",03/30/2015,07/15/2015,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,50000,"HOUSTON, TX",03/30/2015,07/14/2015,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,50000,"HOUSTON, TX",03/30/2015,08/01/2015,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,50000,"HOUSTON, TX",03/30/2015,07/15/2015,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,50000,"HOUSTON, TX",03/30/2015,07/15/2015,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,50000,"HOUSTON, TX",04/13/2015,08/01/2015,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,50000,"HOUSTON, TX",04/13/2015,08/01/2015,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,50000,"HOUSTON, TX",04/13/2015,08/01/2015,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,50000,"HOUSTON, TX",04/13/2015,08/01/2015,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,50000,"HOUSTON, TX",04/13/2015,08/01/2015,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,50000,"HOUSTON, TX",04/13/2015,08/01/2015,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,50000,"HOUSTON, TX",04/13/2015,08/01/2015,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,50000,"HOUSTON, TX",04/13/2015,08/01/2015,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,50000,"HOUSTON, TX",04/13/2015,08/01/2015,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,50000,"HOUSTON, TX",04/23/2015,08/01/2015,WITHDRAWN
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,50000,"HOUSTON, TX",04/23/2015,08/01/2015,CERTIFIED
ALIEF INDEPENDENT SCHOOL DISTRICT,BILINGUAL ELEMENTARY TEACHER,50000,"HOUSTON, TX",04/23/2015,08/01/2015,CERTIFIED
