EMPLOYER,JOB TITLE,BASE SALARY,LOCATION,SUBMIT DATE,START DATE,CASE STATUS
LARSEN & TOUBRO INFOTECH LIMITED,,52850,"HOUSTON, TX",06/03/2013,10/24/2015,WITHDRAWN
WISE MEN CONSULTANTS INC,.NET / IIS ADMINISTRATOR,115360,"HOUSTON, TX",06/17/2014,11/01/2014,CERTIFIED
THE INFORMATION STORE INC,.NET ANALYTICAL STRATEGIST,57387,"HOUSTON, TX",10/26/2012,11/07/2012,CERTIFIED
THE INFORMATION STORE INC,.NET ANALYTICAL STRATEGIST,77250,"HOUSTON, TX",06/24/2015,11/07/2015,CERTIFIED
EXPERIS US INC,.NET DEVELOPER,63840,"HOUSTON, TX",09/05/2014,09/05/2014,CERTIFIED
EXPERIS US INC,.NET DEVELOPER,70000,"HOUSTON, TX",04/04/2013,04/04/2013,CERTIFIED
EXPERIS US INC,.NET DEVELOPER,73640,"HOUSTON, TX",03/01/2013,08/25/2013,CERTIFIED
ADECCO GROUP NA/MODIS INC,.NET DEVELOPER,75720,"HOUSTON, TX",12/27/2012,01/07/2013,CERTIFIED
K-TEK RESOURCING LLC,.NET DEVELOPER,52000,"HOUSTON, TX",03/02/2015,09/01/2015,CERTIFIED
K-TEK RESOURCING LLC,.NET DEVELOPER,52000,"HOUSTON, TX",03/02/2015,09/01/2015,CERTIFIED
K-TEK RESOURCING LLC,.NET DEVELOPER,52000,"HOUSTON, TX",03/02/2015,09/01/2015,WITHDRAWN
K-TEK RESOURCING LLC,.NET DEVELOPER,52000,"HOUSTON, TX",03/02/2015,09/01/2015,CERTIFIED
K-TEK RESOURCING LLC,.NET DEVELOPER,52000,"HOUSTON, TX",03/03/2015,09/01/2015,CERTIFIED
K-TEK RESOURCING LLC,.NET DEVELOPER,52000,"HOUSTON, TX",03/03/2015,09/01/2015,CERTIFIED
VEDICSOFT,.NET DEVELOPER,60611,"HOUSTON, TX",10/31/2012,11/12/2012,CERTIFIED
VEDICSOFT,.NET DEVELOPER,60736,"HOUSTON, TX",03/24/2014,04/07/2014,CERTIFIED
INTERNATIONAL TECHNOLOGIES PRO LLC,.NET DEVELOPER,61000,"HOUSTON, TX",03/14/2013,09/13/2013,CERTIFIED
INTERNATIONAL TECHNOLOGIES PRO LLC,.NET DEVELOPER,61000,"HOUSTON, TX",03/14/2013,09/13/2013,CERTIFIED
K-TEK RESOURCING LLC,.NET DEVELOPER,63000,"HOUSTON, TX",03/12/2014,09/01/2014,CERTIFIED
AZEE SYSTEMS INC,.NET DEVELOPER,63315,"HOUSTON, TX",03/18/2015,09/10/2015,CERTIFIED
AZEE SYSTEMS INC,.NET DEVELOPER,63315,"HOUSTON, TX",03/18/2015,09/10/2015,CERTIFIED
ROYAL TECHNOCRATS INC,.NET DEVELOPER,63315,"HOUSTON, TX",03/19/2015,09/10/2015,CERTIFIED
GDN INFOTECH INC,.NET DEVELOPER,65000,"HOUSTON, TX",03/14/2014,03/23/2014,CERTIFIED
LARSEN & TOUBRO INFOTECH LIMITED,.NET DEVELOPER,66365,"HOUSTON, TX",03/18/2014,03/19/2014,CERTIFIED
INSIGMA INC,.NET DEVELOPER,67350,"HOUSTON, TX",06/03/2014,06/03/2014,CERTIFIED
INSIGMA INC,.NET DEVELOPER,67350,"HOUSTON, TX",06/16/2014,06/16/2014,CERTIFIED
INSIGMA INC,.NET DEVELOPER,67350,"HOUSTON, TX",09/04/2014,09/04/2014,CERTIFIED
BOXER PROPERTY MANAGEMENT CORPORATION,.NET DEVELOPER,68005,"HOUSTON, TX",03/01/2013,08/31/2013,CERTIFIED
BOXER PROPERTY MANAGEMENT CORPORATION,.NET DEVELOPER,68005,"HOUSTON, TX",03/07/2013,09/05/2013,CERTIFIED
CYBER KORP INC,.NET DEVELOPER,70000,"HOUSTON, TX",11/17/2014,11/24/2014,CERTIFIED
ROYAL TECHNOCRATS INC,.NET DEVELOPER,72000,"HOUSTON, TX",11/14/2012,11/14/2012,CERTIFIED
ECOM SOLUTIONS INC,.NET DEVELOPER,75000,"HOUSTON, TX",11/15/2013,03/11/2014,CERTIFIED
ECOM SOLUTIONS INC,.NET DEVELOPER,75000,"HOUSTON, TX",11/25/2013,03/11/2014,CERTIFIED
EZ2 TECHNOLOGIES INC,.NET DEVELOPER,75000,"HOUSTON, TX",08/24/2013,08/24/2013,CERTIFIED
ECOM SOLUTIONS INC,.NET DEVELOPER,80000,"HOUSTON, TX",09/18/2014,03/11/2015,CERTIFIED
ECOM SOLUTIONS INC,.NET DEVELOPER,80000,"HOUSTON, TX",09/18/2014,09/25/2014,CERTIFIED
MNK INFOTECH INC,.NET DEVELOPER,100000,"HOUSTON, TX",09/04/2015,01/26/2016,CERTIFIED
V-SOFT CONSULTING GROUP INC,.NET DEVELOPER,105000,"HOUSTON, TX",09/16/2015,09/28/2015,CERTIFIED
EZ2 TECHNOLOGIES INC,.NET DEVELOPER (SOFTWARE DEVELOPER),60445,"HOUSTON, TX",02/26/2013,02/26/2013,CERTIFIED
VALTECH SOLUTIONS INC,.NET DEVELOPER/SOFTWARE ENGINEER,85000,"HOUSTON, TX",02/11/2013,02/12/2013,CERTIFIED
VISER CORPORATION,.NET PROGRAMMER,50000,"HOUSTON, TX",03/22/2014,09/20/2014,DENIED
ASCII GROUP LLC,.NET PROGRAMMER,62500,"HOUSTON, TX",03/21/2014,09/20/2014,CERTIFIED
AZKET E-INTELLIGENCE LLC,.NET PROGRAMMER,51605,"HOUSTON, TX",01/10/2015,01/10/2015,CERTIFIED
AZKET E-INTELLIGENCE LLC,.NET PROGRAMMER,51605,"HOUSTON, TX",01/10/2015,01/10/2015,CERTIFIED
I&I SOFTWARE INC,.NET PROGRAMMER,55000,"HOUSTON, TX",07/15/2013,07/15/2013,CERTIFIED
EXPERIS US INC,.NET PROGRAMMER ANALYST,62000,"HOUSTON, TX",03/05/2013,09/04/2013,CERTIFIED
EXPERIS US INC,.NET PROGRAMMER ANALYST,62180,"HOUSTON, TX",03/04/2014,03/04/2014,CERTIFIED
EXPERIS US INC,.NET PROGRAMMER ANALYST,62180,"HOUSTON, TX",06/02/2014,06/02/2014,CERTIFIED
EXPERIS US INC,.NET PROGRAMMER ANALYST,63840,"HOUSTON, TX",02/11/2015,02/11/2015,CERTIFIED
EXPERIS US INC,.NET PROGRAMMER ANALYST,63840,"HOUSTON, TX",02/12/2015,02/12/2015,CERTIFIED
GENUINEIT LLC,.NET PROGRAMMER ANALYST,60000,"HOUSTON, TX",05/24/2013,06/10/2013,CERTIFIED
NCI GROUP INC,.NET PROGRAMMER ANALYST,70903,"HOUSTON, TX",01/06/2014,01/06/2014,CERTIFIED
K-TEK RESOURCING LLC,.NET SHAREPOINT ADMIN,63000,"HOUSTON, TX",03/13/2014,09/01/2014,CERTIFIED
STONE BOND TECHNOLOGIES LP,.NET SOFTWARE DEVELOPER,60445,"HOUSTON, TX",03/18/2013,09/13/2013,CERTIFIED
STONE BOND TECHNOLOGIES LP,.NET SOFTWARE DEVELOPER,79186,"HOUSTON, TX",02/25/2015,08/23/2015,CERTIFIED
AVI TECHNOLOGIES INC,.NET SOFTWARE ENGINEER,83000,"HOUSTON, TX",04/29/2013,04/30/2013,CERTIFIED
AVI TECHNOLOGIES INC,.NET SOFTWARE ENGINEER,90000,"HOUSTON, TX",04/29/2015,05/31/2015,CERTIFIED
KPIT INFOSYSTEMS INC,.NET TECHNICAL LEAD,62201,"HOUSTON, TX",07/09/2013,07/09/2013,CERTIFIED
WEATHERFORD INTERNATIONAL LLC,.NET WEB DEVELOPER,80000,"HOUSTON, TX",05/09/2014,05/16/2014,CERTIFIED
WEATHERFORD INTERNATIONAL LLC,.NET WEB DEVELOPER,95000,"HOUSTON, TX",04/17/2015,04/27/2015,CERTIFIED
RESOURCE LOGISTICS INC,.NET/ VISUAL STUDIO DEVELOPER,78000,"HOUSTON, TX",03/04/2013,03/11/2013,CERTIFIED
ROYAL TECHNOCRATS INC,.NET/SOFTWARE DEVELOPER,61000,"HOUSTON, TX",04/13/2015,09/15/2015,CERTIFIED
ROYAL TECHNOCRATS INC,.NET/SOFTWARE DEVELOPER,61000,"HOUSTON, TX",03/17/2014,09/15/2014,CERTIFIED
RESOURCE LOGISTICS INC,.NET/VISUAL STUDIO DEVELOPER,78000,"HOUSTON, TX",06/18/2014,06/18/2014,CERTIFIED
UNIVERSITY OF HOUSTON SYSTEM,19-1029,40955,"HOUSTON, TX",03/31/2015,06/15/2015,CERTIFIED
HOUSTON INDEPENDENT SCHOOL DISTRICT,1ST GRADE BILINIGUAL TEACHER,46800,"HOUSTON, TX",07/28/2013,08/12/2013,WITHDRAWN
HOUSTON INDEPENDENT SCHOOL DISTRICT,1ST GRADE BILINIGUAL TEACHER,46800,"HOUSTON, TX",07/28/2013,08/12/2013,CERTIFIED
PARKER MEDIA GROUP LLC,3D ARTIST,41600,"HOUSTON, TX",04/02/2013,09/12/2013,CERTIFIED
AMERICAN BUREAU OF SHIPPING (ABS),3D PRODUCT DEVELOPMENT MANAGER,118000,"HOUSTON, TX",04/30/2014,05/07/2014,CERTIFIED
HOUSTON INDEPENDENT SCHOOL DISTRICT,3RD GRADE BILINGUAL TEACHER,46805,"HOUSTON, TX",07/30/2013,08/12/2013,DENIED
HOUSTON INDEPENDENT SCHOOL DISTRICT,3RD GRADE BILINGUAL TEACHER,46805,"HOUSTON, TX",08/06/2013,08/12/2013,CERTIFIED
HOUSTON INDEPENDENT SCHOOL DISTRICT,3RD GRADE BILINGUAL TEACHER,46805,"HOUSTON, TX",08/23/2013,09/01/2013,CERTIFIED
HOUSTON INDEPENDENT SCHOOL DISTRICT,4TH GRADE BILINGUAL TEACER,47876,"HOUSTON, TX",07/28/2013,08/12/2013,CERTIFIED
ENERGIZED FOR STEM ACADEMY,6TH GRADE SPANISH/MATH TEACHER,44987,"HOUSTON, TX",07/08/2015,08/10/2015,WITHDRAWN
ENERGIZED FOR STEM ACADEMY,6TH GRADE SPANISH/MATH TEACHER,44987,"HOUSTON, TX",07/08/2015,08/10/2015,CERTIFIED
SYSTIME COMPUTER CORPORATION,72742,72742,"HOUSTON, TX",10/01/2014,12/01/2014,WITHDRAWN
FMC TECHNOLOGIES INC,ABAP CONFIGURATION SPECIALIST,120182,"HOUSTON, TX",02/13/2015,02/19/2015,CERTIFIED
IBM INDIA PRIVATE LIMITED,ABAP COORDINATOR,74825,"HOUSTON, TX",04/27/2015,04/27/2015,CERTIFIED
IBM INDIA PRIVATE LIMITED,ABAP LEAD,77273,"HOUSTON, TX",04/10/2015,06/15/2015,CERTIFIED
FMC TECHNOLOGIES INC,ABAP TECHNICAL DEVELOPER,112133,"HOUSTON, TX",07/17/2013,08/14/2013,CERTIFIED
EZ2 TECHNOLOGIES,ABINITIO DEVELOPER,85000,"HOUSTON, TX",03/13/2013,09/11/2013,CERTIFIED
EZ2 TECHNOLOGIES,ABINITIO DEVELOPER,85000,"HOUSTON, TX",03/14/2013,09/13/2013,CERTIFIED
THE METHODIST HOSPITAL RESEARCH INSTITUTE,ACADEMIC PROJECT SPECIALIST,52083,"HOUSTON, TX",06/04/2015,06/30/2015,CERTIFIED
IBM CORPORATION,ACCELERATED VALUE SPECIALIST,77582,"HOUSTON, TX",03/17/2014,08/25/2014,CERTIFIED
IBM CORPORATION,ACCELERATED VALUE SPECIALIST,105060,"HOUSTON, TX",03/17/2014,08/25/2014,WITHDRAWN
SCHLUMBERGER TECHNOLOGY CORPORATION,ACCESS PRODUCTION TECHNOLOGIST,87520,"HOUSTON, TX",05/14/2014,06/02/2014,CERTIFIED
SCHLUMBERGER TECHNOLOGY CORPORATION,ACCESS PRODUCTION TECHNOLOGIST,96272,"HOUSTON, TX",06/05/2014,06/12/2014,WITHDRAWN
SCHLUMBERGER TECHNOLOGY CORPORATION,ACCESS PRODUCTION TECHNOLOGIST,96272,"HOUSTON, TX",06/05/2014,06/12/2014,CERTIFIED
SCHLUMBERGER TECHNOLOGY CORPORATION,ACCESS PROTECH ENGINEER,76750,"HOUSTON, TX",10/08/2014,10/15/2014,CERTIFIED
AMEEN ALI CPA PC,ACCOUNRANT,44600,"HOUSTON, TX",01/09/2013,03/30/2013,CERTIFIED
DEVESH PATHAK CPA,ACCOUNT AND FINANCIAL ANALYST,56000,"HOUSTON, TX",02/18/2015,08/17/2015,CERTIFIED
DEVESH PATHAK CPA,ACCOUNT AND FINANCIAL ANALYST,56000,"HOUSTON, TX",02/21/2015,08/17/2015,CERTIFIED
GILBREATH COMMUNICATIONS INC,ACCOUNT COORDINATOR,30000,"HOUSTON, TX",03/24/2015,09/22/2015,CERTIFIED
GILBREATH COMMUNICATIONS INC,ACCOUNT COORDINATOR,30000,"HOUSTON, TX",02/18/2014,08/18/2014,CERTIFIED
FLEXIBLE LIFELINE SOLUTIONS,ACCOUNT DEVELOPMENT REPRESENTATIVE,36067,"HOUSTON, TX",03/10/2014,09/05/2014,CERTIFIED
RILCO MANUFACTURING COMPANY INC,ACCOUNT DEVELOPMENT SPECIALIST,70990,"HOUSTON, TX",07/21/2014,07/28/2014,CERTIFIED
SYSTIME COMPUTER CORPORATION D/B/A KPIT,ACCOUNT DIRECTOR,106303,"HOUSTON, TX",10/23/2013,10/23/2013,CERTIFIED
SKILLED OFFSHORE LLC,ACCOUNT EXECUTIVE,118760,"HOUSTON, TX",04/10/2014,05/01/2014,CERTIFIED
GREENLUC LLC,ACCOUNT EXECUTIVE,37440,"HOUSTON, TX",03/11/2015,09/10/2015,CERTIFIED
LOPEZ NEGRETE COMMUNICATIONS INC,ACCOUNT EXECUTIVE,67829,"HOUSTON, TX",01/28/2014,02/15/2014,CERTIFIED
HARRIS CAPROCK COMMUNICATIONS INC,ACCOUNT EXECUTIVE,82977,"HOUSTON, TX",06/25/2014,10/24/2014,CERTIFIED
SKILLED OFFSHORE LLC,ACCOUNT EXECUTIVE,95000,"HOUSTON, TX",04/10/2014,05/01/2014,CERTIFIED
SKILLED OFFSHORE LLC,ACCOUNT EXECUTIVE,95000,"HOUSTON, TX",04/10/2014,05/01/2014,CERTIFIED
METAL NETWORKS INC,ACCOUNT IMPLEMENTATION SPECIALIST,78000,"HOUSTON, TX",11/19/2014,11/19/2014,CERTIFIED
METAL NETWORKS INC,ACCOUNT IMPLEMENTATION SPECIALIST,78000,"HOUSTON, TX",06/10/2015,11/20/2015,CERTIFIED
STA1 ENTERPRISES INC,ACCOUNT MANAGER,42880,"HOUSTON, TX",03/07/2013,09/03/2013,CERTIFIED
M&J GRANER ENTERPRISES LLC,ACCOUNT MANAGER,32000,"HOUSTON, TX",03/13/2014,09/11/2014,CERTIFIED
FSI HOLDINGS LLC,ACCOUNT MANAGER,37000,"HOUSTON, TX",03/06/2014,09/05/2014,CERTIFIED
FSI HOLDINGS LLC,ACCOUNT MANAGER,37690,"HOUSTON, TX",03/29/2013,09/23/2013,CERTIFIED
FSI HOLDINGS LLC,ACCOUNT MANAGER,40000,"HOUSTON, TX",03/06/2015,09/05/2015,CERTIFIED
ELITE DRYCLEANERS INC,ACCOUNT MANAGER,47403,"HOUSTON, TX",03/12/2015,09/08/2015,CERTIFIED
KANSHE DAYALU ENTERPRISES INC,ACCOUNT MANAGER,49750,"HOUSTON, TX",07/12/2015,07/16/2015,CERTIFIED
SNAPSTREAM MEDIA INC,ACCOUNT MANAGER,55000,"HOUSTON, TX",03/14/2014,09/13/2014,CERTIFIED
IDERA INC,ACCOUNT MANAGER,61110,"HOUSTON, TX",05/02/2013,05/15/2013,CERTIFIED
HONGHUA AMERICA LLC,ACCOUNT MANAGER,75000,"HOUSTON, TX",09/11/2013,10/01/2013,CERTIFIED
DRESSER-RAND COMPANY,ACCOUNT MANAGER,76000,"HOUSTON, TX",01/24/2013,01/31/2013,CERTIFIED
AIR LIQUIDE HEALTHCARE AMERICA CORPORATION,ACCOUNT MANAGER,76608,"HOUSTON, TX",03/24/2015,09/19/2015,DENIED
AIR LIQUIDE HEALTHCARE AMERICA CORPORATION,ACCOUNT MANAGER,76608,"HOUSTON, TX",04/02/2015,09/19/2015,CERTIFIED
THOMSON REUTERS (MARKETS) LLC,ACCOUNT MANAGER,80000,"HOUSTON, TX",04/23/2015,04/23/2015,CERTIFIED
SPARROWS OFFSHORE LLC,ACCOUNT MANAGER,86520,"HOUSTON, TX",05/19/2015,05/20/2015,CERTIFIED
THOMSON REUTERS (MARKETS) LLC,ACCOUNT MANAGER,90000,"HOUSTON, TX",05/01/2015,05/01/2015,CERTIFIED
BRUNEL ENERGY INC,ACCOUNT MANAGER,96138,"HOUSTON, TX",03/22/2013,09/18/2013,CERTIFIED
FEI COMPANY,ACCOUNT MANAGER,120000,"HOUSTON, TX",08/28/2013,08/31/2013,CERTIFIED
INFOSYS LIMITED,ACCOUNT MANAGER,139804,"HOUSTON, TX",10/09/2014,10/20/2014,CERTIFIED
INFOSYS LIMITED,ACCOUNT MANAGER,139804,"HOUSTON, TX",03/13/2015,07/15/2015,CERTIFIED
FEI COMPANY,ACCOUNT MANAGER - AMERICAS OIL & GAS,60000,"HOUSTON, TX",03/08/2013,09/07/2013,CERTIFIED
RJ ENGINEERING SYSTEMS INC,ACCOUNT MANAGER--ENGINEERING,95000,"HOUSTON, TX",11/18/2013,11/25/2013,CERTIFIED
SIEMENS ENERGY INC,ACCOUNT REPRESENTATIVE,108518,"HOUSTON, TX",11/17/2014,12/01/2014,CERTIFIED
SIEMENS ENERGY INC,ACCOUNT REPRESENTATIVE,124754,"HOUSTON, TX",11/18/2014,12/01/2014,CERTIFIED
HALLIBURTON ENERGY SERVICES INC,"ACCOUNT REPRESENTATIVE, BUSINESS DEVELOPMENT",103286,"HOUSTON, TX",03/26/2014,04/07/2014,CERTIFIED
INTERGRAPH CORPORATION,ACCOUNT SALES EXECUTIVE,71422,"HOUSTON, TX",03/19/2013,09/18/2013,CERTIFIED
FLEISHMAN-HILLARD INC,ACCOUNT SUPERVISOR,65000,"HOUSTON, TX",12/21/2012,12/28/2012,CERTIFIED
ALL TEX STAFFING & PERSONNEL INC,ACCOUNTANT,41880,"HOUSTON, TX",03/18/2015,09/16/2015,CERTIFIED
CARING PROFESSIONAL HEALTH SERVICES INC,ACCOUNTANT,42880,"HOUSTON, TX",01/09/2013,06/25/2013,CERTIFIED
SOPHIE S ZHENG PC,ACCOUNTANT,42880,"HOUSTON, TX",02/19/2013,08/18/2013,CERTIFIED
CMCD LLC,ACCOUNTANT,42880,"HOUSTON, TX",03/09/2013,09/08/2013,WITHDRAWN
NEXT-G COMMUNICATION INC,ACCOUNTANT,42880,"HOUSTON, TX",03/06/2013,04/24/2013,CERTIFIED
CMCD LLC,ACCOUNTANT,42880,"HOUSTON, TX",03/09/2013,09/08/2013,CERTIFIED
LEE HUANG & ASSOCIATES PC,ACCOUNTANT,42880,"HOUSTON, TX",03/11/2013,09/10/2013,CERTIFIED
MD & ASSOCIATES LLP,ACCOUNTANT,42880,"HOUSTON, TX",03/13/2013,09/12/2013,CERTIFIED
CENTERMART INTERNATIONAL LLC,ACCOUNTANT,42880,"HOUSTON, TX",03/13/2013,09/12/2013,CERTIFIED
BILINGUAL BUSINESS SERVICES INC,ACCOUNTANT,42880,"HOUSTON, TX",03/14/2013,09/13/2013,CERTIFIED
FORMTEX PLASTICS CORPORATION,ACCOUNTANT,42880,"HOUSTON, TX",03/16/2013,09/15/2013,CERTIFIED
TING LIU CPA PC,ACCOUNTANT,42880,"HOUSTON, TX",03/16/2013,09/15/2013,CERTIFIED
UCB INTERNATIONAL CONSULTING LLC,ACCOUNTANT,42880,"HOUSTON, TX",03/19/2013,09/18/2013,CERTIFIED
DAXWELL LLC,ACCOUNTANT,42880,"HOUSTON, TX",03/20/2013,09/19/2013,CERTIFIED
ROSEMONT PERSONAL CARE HOME INC,ACCOUNTANT,42880,"HOUSTON, TX",03/20/2013,09/16/2013,CERTIFIED
TRIPLE H CONSULTING LLC,ACCOUNTANT,42880,"HOUSTON, TX",03/26/2013,09/25/2013,CERTIFIED
RAM M ALLAM,ACCOUNTANT,42880,"HOUSTON, TX",03/26/2013,09/25/2013,CERTIFIED
SECURITY NATION WIDE INC,ACCOUNTANT,42880,"HOUSTON, TX",04/01/2013,10/01/2013,CERTIFIED
ASHISH FOOD INC,ACCOUNTANT,42880,"HOUSTON, TX",04/04/2013,10/01/2013,CERTIFIED
CMCD LLC,ACCOUNTANT,42880,"HOUSTON, TX",04/10/2013,09/29/2013,CERTIFIED
KAYAN FOODS INC,ACCOUNTANT,42880,"HOUSTON, TX",04/17/2013,10/02/2013,CERTIFIED
EAGLEMONT ENTERPRISES INC,ACCOUNTANT,42880,"HOUSTON, TX",04/25/2013,10/02/2013,CERTIFIED
OIL PRODUCTS DISTRIBUTION LTD,ACCOUNTANT,42880,"HOUSTON, TX",06/12/2013,09/26/2013,CERTIFIED
BAILY INTERNATIONAL INC,ACCOUNTANT,42900,"HOUSTON, TX",11/12/2012,01/01/2013,CERTIFIED
SHILSON GOLDBERG CHEUNG & ASSOCIATES LLP,ACCOUNTANT,43000,"HOUSTON, TX",03/11/2013,09/10/2013,CERTIFIED
FAST TAX REFUND LOANS,ACCOUNTANT,43500,"HOUSTON, TX",05/16/2013,10/01/2013,CERTIFIED
THUHA T HOANG,ACCOUNTANT,44000,"HOUSTON, TX",03/21/2013,09/01/2013,CERTIFIED
NT MARKETING INC,ACCOUNTANT,44000,"HOUSTON, TX",03/25/2013,09/24/2013,DENIED
GREEN & FRESH PRODUCE INC,ACCOUNTANT,44000,"HOUSTON, TX",03/26/2013,09/15/2013,CERTIFIED
NT MARKETING INC,ACCOUNTANT,44000,"HOUSTON, TX",04/02/2013,09/24/2013,CERTIFIED
AWESOME FINANCIAL SERVICES,ACCOUNTANT,45260,"HOUSTON, TX",02/10/2014,08/07/2014,CERTIFIED
ELECTRO-MEC PRODUCTS INC,ACCOUNTANT,45260,"HOUSTON, TX",02/10/2014,08/12/2014,CERTIFIED
LEE HUANG & ASSOCIATES PC,ACCOUNTANT,45260,"HOUSTON, TX",02/24/2014,08/23/2014,CERTIFIED
SECURITY NATION WIDE INC,ACCOUNTANT,45260,"HOUSTON, TX",02/18/2014,08/18/2014,CERTIFIED
SECURITY NATION WIDE INC,ACCOUNTANT,45260,"HOUSTON, TX",03/07/2014,09/05/2014,CERTIFIED
MFC FOOD SERVICE,ACCOUNTANT,45260,"HOUSTON, TX",02/25/2014,08/24/2014,CERTIFIED
CFW FINANCIAL SERVICE INC DBA J W TAX SERVICES,ACCOUNTANT,45260,"HOUSTON, TX",03/05/2014,09/03/2014,CERTIFIED
COTEC INC,ACCOUNTANT,45260,"HOUSTON, TX",03/05/2014,09/03/2014,CERTIFIED
LIAO KIN & COMPANY PC,ACCOUNTANT,45260,"HOUSTON, TX",03/04/2014,09/03/2014,CERTIFIED
TRIPOLI SHIPPING SERVICES,ACCOUNTANT,45260,"HOUSTON, TX",03/04/2014,09/01/2014,CERTIFIED
FULWAY INTERNATIONAL INC,ACCOUNTANT,45260,"HOUSTON, TX",03/12/2014,09/11/2014,CERTIFIED
LIAO KIN & COMPANY PC,ACCOUNTANT,45260,"HOUSTON, TX",03/13/2014,09/12/2014,CERTIFIED
SUPERB FINANCIAL SERVICE INC,ACCOUNTANT,45260,"HOUSTON, TX",03/20/2014,09/19/2014,CERTIFIED
CPW FINANCIAL SERVICE INC DBA J W TAX SERVICES,ACCOUNTANT,45260,"HOUSTON, TX",03/17/2014,09/03/2014,WITHDRAWN
CHINESE COMMUNITY CENTER,ACCOUNTANT,45260,"HOUSTON, TX",03/18/2014,09/17/2014,CERTIFIED
CPW FINANCIAL SERVICES INC DBA J W TAX SERVICES,ACCOUNTANT,45260,"HOUSTON, TX",03/18/2014,09/03/2014,CERTIFIED
HONGHUA AMERICA LLC,ACCOUNTANT,45260,"HOUSTON, TX",03/27/2014,09/26/2014,CERTIFIED
HONGHUA AMERICA LLC,ACCOUNTANT,45260,"HOUSTON, TX",04/02/2014,04/07/2014,CERTIFIED
EL DIA MEAT MARKET INC,ACCOUNTANT,45260,"HOUSTON, TX",04/03/2014,09/02/2014,CERTIFIED
RICHARD C WONG CPA,ACCOUNTANT,45260,"HOUSTON, TX",05/05/2014,10/01/2014,CERTIFIED
GREEN VALLEY MEAT DISTRIBUTORS INC,ACCOUNTANT,45260,"HOUSTON, TX",06/16/2014,07/05/2014,CERTIFIED
A&G HOME HEALTH SERVICES,ACCOUNTANT,45260,"HOUSTON, TX",07/29/2013,09/23/2013,CERTIFIED
MD & ASSOCIATES LLP,ACCOUNTANT,45260,"HOUSTON, TX",08/26/2013,09/30/2013,CERTIFIED
ALL TEX STAFFING & PERSONNEL INC,ACCOUNTANT,45280,"HOUSTON, TX",03/17/2014,09/12/2014,CERTIFIED
HH & BAR INVESTMENTS INC,ACCOUNTANT,45500,"HOUSTON, TX",08/03/2013,11/03/2013,CERTIFIED
ADM CPA PC,ACCOUNTANT,45580,"HOUSTON, TX",12/31/2014,01/01/2015,CERTIFIED
ALPHEUS ENTERPRISE INC,ACCOUNTANT,45580,"HOUSTON, TX",02/25/2015,08/22/2015,CERTIFIED
FULWAY INTERNATIONAL INC,ACCOUNTANT,45580,"HOUSTON, TX",02/03/2015,02/09/2015,CERTIFIED
LEDI2 INC,ACCOUNTANT,45580,"HOUSTON, TX",02/18/2015,02/18/2015,CERTIFIED
CPW FINANCIAL SERVICES INC DBA J W TAX SERVICES,ACCOUNTANT,45580,"HOUSTON, TX",02/25/2015,08/24/2015,CERTIFIED
MV&SONS-TEXAS LP,ACCOUNTANT,45580,"HOUSTON, TX",03/03/2015,09/01/2015,CERTIFIED
LAW OFFICE OF MANUEL E SOLIS P C,ACCOUNTANT,45580,"HOUSTON, TX",04/03/2015,09/26/2015,CERTIFIED
TING LIU CPA PC,ACCOUNTANT,45580,"HOUSTON, TX",02/27/2015,08/25/2015,CERTIFIED
TING LIU CPA PC,ACCOUNTANT,45580,"HOUSTON, TX",02/27/2015,08/25/2015,CERTIFIED
REDLINE TRADING LP,ACCOUNTANT,45580,"HOUSTON, TX",03/06/2015,09/05/2015,CERTIFIED
MO ECOMMERCE SOLUTIONS LLC,ACCOUNTANT,45580,"HOUSTON, TX",03/06/2015,09/05/2015,CERTIFIED
SALETAGZ LLC,ACCOUNTANT,45580,"HOUSTON, TX",03/06/2015,09/05/2015,CERTIFIED
SUPERIOR GRANITE AND MARBLE BY VIVALDI LLC,ACCOUNTANT,45580,"HOUSTON, TX",03/05/2015,09/02/2015,CERTIFIED
GARY M GRITZ PC,ACCOUNTANT,45580,"HOUSTON, TX",03/08/2015,09/06/2015,WITHDRAWN
FORTUNE ONE FOODS INC,ACCOUNTANT,45580,"HOUSTON, TX",03/08/2015,09/07/2015,WITHDRAWN
THAI COTTAGE IX INC,ACCOUNTANT,45580,"HOUSTON, TX",03/10/2015,09/09/2015,CERTIFIED
ELECTRO-MEC PRODUCTS INC,ACCOUNTANT,45580,"HOUSTON, TX",03/10/2015,09/09/2015,WITHDRAWN
ELECTRO-MEC PRODUCTS INC,ACCOUNTANT,45580,"HOUSTON, TX",03/10/2015,09/09/2015,CERTIFIED
LEDI2 INC,ACCOUNTANT,45580,"HOUSTON, TX",03/18/2015,09/17/2015,CERTIFIED
STERLING INTEREST INVESTMENTS INC,ACCOUNTANT,45580,"HOUSTON, TX",03/11/2015,09/10/2015,CERTIFIED
VAQAR H NAQVI,ACCOUNTANT,45580,"HOUSTON, TX",03/25/2015,09/24/2015,CERTIFIED
ROSE HOME HEALTH SERVICES INC,ACCOUNTANT,45580,"HOUSTON, TX",03/13/2015,09/05/2015,CERTIFIED
BEST BENEFIT SOLUTIONS,ACCOUNTANT,45580,"HOUSTON, TX",03/16/2015,09/15/2015,CERTIFIED
